Mes (código)	Mes y año	Provincia código	Provincia nombre	Sexo	Nacionalidad	Afiliaciones en alta
201403	Marzo 2014	50	Zaragoza	Hombres	Españoles	175683
201403	Marzo 2014	50	Zaragoza	Mujeres	Españoles	150416
201403	Marzo 2014	50	Zaragoza	Hombres	No consta	18
201403	Marzo 2014	50	Zaragoza	Mujeres	No consta	25
201403	Marzo 2014	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	7065
201403	Marzo 2014	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	9776
201403	Marzo 2014	50	Zaragoza	Hombres	Extranjeros no comunitarios	9728
201403	Marzo 2014	50	Zaragoza	Mujeres	Extranjeros no comunitarios	9904
201403	Marzo 2014	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	1714
201403	Marzo 2014	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	1245
201403	Marzo 2014	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	199
201403	Marzo 2014	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	139
201312	Diciembre 2013	22	Huesca	Hombres	Españoles	42378
201312	Diciembre 2013	22	Huesca	Mujeres	Españoles	33604
201312	Diciembre 2013	22	Huesca	Hombres	No consta	1
201312	Diciembre 2013	22	Huesca	Mujeres	No consta	7
201312	Diciembre 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	2391
201312	Diciembre 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	1906
201312	Diciembre 2013	22	Huesca	Hombres	Extranjeros no comunitarios	2884
201312	Diciembre 2013	22	Huesca	Mujeres	Extranjeros no comunitarios	1564
201312	Diciembre 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	488
201312	Diciembre 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	401
201312	Diciembre 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	27
201312	Diciembre 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	32
201312	Diciembre 2013	44	Teruel	Hombres	Españoles	24673
201312	Diciembre 2013	44	Teruel	Mujeres	Españoles	19184
201312	Diciembre 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	1286
201312	Diciembre 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	1275
201312	Diciembre 2013	44	Teruel	Hombres	Extranjeros no comunitarios	1486
201312	Diciembre 2013	44	Teruel	Mujeres	Extranjeros no comunitarios	690
201312	Diciembre 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	262
201312	Diciembre 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	114
201312	Diciembre 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	15
201312	Diciembre 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	10
201312	Diciembre 2013	50	Zaragoza	Hombres	Españoles	173959
201312	Diciembre 2013	50	Zaragoza	Mujeres	Españoles	150470
201312	Diciembre 2013	50	Zaragoza	Hombres	No consta	16
201312	Diciembre 2013	50	Zaragoza	Mujeres	No consta	25
201312	Diciembre 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	6988
201312	Diciembre 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	9671
201312	Diciembre 2013	50	Zaragoza	Hombres	Extranjeros no comunitarios	10047
201312	Diciembre 2013	50	Zaragoza	Mujeres	Extranjeros no comunitarios	10344
201312	Diciembre 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	1667
201312	Diciembre 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	1232
201312	Diciembre 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	191
201312	Diciembre 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	138
201309	Septiembre 2013	22	Huesca	Hombres	Españoles	41734
201309	Septiembre 2013	22	Huesca	Mujeres	Españoles	32601
201309	Septiembre 2013	22	Huesca	Hombres	No consta	1
201309	Septiembre 2013	22	Huesca	Mujeres	No consta	10
201309	Septiembre 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	2508
201309	Septiembre 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	2217
201309	Septiembre 2013	22	Huesca	Hombres	Extranjeros no comunitarios	3484
201309	Septiembre 2013	22	Huesca	Mujeres	Extranjeros no comunitarios	1648
201309	Septiembre 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	506
201309	Septiembre 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	423
201309	Septiembre 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-28)	21
201309	Septiembre 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-28)	24
201309	Septiembre 2013	44	Teruel	Hombres	Españoles	25170
201309	Septiembre 2013	44	Teruel	Mujeres	Españoles	19279
201309	Septiembre 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	1408
201309	Septiembre 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	1489
201309	Septiembre 2013	44	Teruel	Hombres	Extranjeros no comunitarios	1723
201309	Septiembre 2013	44	Teruel	Mujeres	Extranjeros no comunitarios	768
201309	Septiembre 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	288
201309	Septiembre 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	139
201309	Septiembre 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-28)	13
201309	Septiembre 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-28)	9
201309	Septiembre 2013	50	Zaragoza	Hombres	Españoles	175692
201309	Septiembre 2013	50	Zaragoza	Mujeres	Españoles	147798
201309	Septiembre 2013	50	Zaragoza	Hombres	No consta	14
201309	Septiembre 2013	50	Zaragoza	Mujeres	No consta	41
201309	Septiembre 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	8170
201309	Septiembre 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	10528
201309	Septiembre 2013	50	Zaragoza	Hombres	Extranjeros no comunitarios	12198
201309	Septiembre 2013	50	Zaragoza	Mujeres	Extranjeros no comunitarios	10757
201309	Septiembre 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	1711
201309	Septiembre 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	1301
201309	Septiembre 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-28)	171
201309	Septiembre 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-28)	115
201306	Junio 2013	22	Huesca	Hombres	Españoles	42575
201306	Junio 2013	22	Huesca	Mujeres	Españoles	32722
201306	Junio 2013	22	Huesca	Hombres		1
201306	Junio 2013	22	Huesca	Mujeres		11
201306	Junio 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	3575
201306	Junio 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	3163
201306	Junio 2013	22	Huesca	Hombres	Extranjeros no comunitarios	4871
201306	Junio 2013	22	Huesca	Mujeres	Extranjeros no comunitarios	1772
201306	Junio 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	640
201306	Junio 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	635
201306	Junio 2013	22	Huesca	Hombres	Extranjeros no comunitarios	21
201306	Junio 2013	22	Huesca	Mujeres	Extranjeros no comunitarios	24
201306	Junio 2013	44	Teruel	Hombres	Españoles	25050
201306	Junio 2013	44	Teruel	Mujeres	Españoles	19188
201306	Junio 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1428
201306	Junio 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1586
201306	Junio 2013	44	Teruel	Hombres	Extranjeros no comunitarios	1892
201306	Junio 2013	44	Teruel	Mujeres	Extranjeros no comunitarios	781
201306	Junio 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	314
201306	Junio 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	130
201306	Junio 2013	44	Teruel	Hombres	Extranjeros no comunitarios	14
201306	Junio 2013	44	Teruel	Mujeres	Extranjeros no comunitarios	8
201306	Junio 2013	50	Zaragoza	Hombres	Españoles	177423
201306	Junio 2013	50	Zaragoza	Mujeres	Españoles	147274
201306	Junio 2013	50	Zaragoza	Hombres		18
201306	Junio 2013	50	Zaragoza	Mujeres		35
201306	Junio 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	8994
201306	Junio 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	11541
201306	Junio 2013	50	Zaragoza	Hombres	Extranjeros no comunitarios	13414
201306	Junio 2013	50	Zaragoza	Mujeres	Extranjeros no comunitarios	11017
201306	Junio 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	1818
201306	Junio 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1343
201306	Junio 2013	50	Zaragoza	Hombres	Extranjeros no comunitarios	176
201306	Junio 2013	50	Zaragoza	Mujeres	Extranjeros no comunitarios	116
201303	Marzo 2013	22	Huesca	Hombres	Españoles	42182
201303	Marzo 2013	22	Huesca	Mujeres	Españoles	33055
201303	Marzo 2013	22	Huesca	Hombres		2
201303	Marzo 2013	22	Huesca	Mujeres		8
201303	Marzo 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	2345
201303	Marzo 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	1934
201303	Marzo 2013	22	Huesca	Hombres	Extranjeros no comunitarios	3083
201303	Marzo 2013	22	Huesca	Mujeres	Extranjeros no comunitarios	1675
201303	Marzo 2013	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	568
201303	Marzo 2013	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	401
201303	Marzo 2013	22	Huesca	Hombres	Extranjeros no comunitarios	24
201303	Marzo 2013	22	Huesca	Mujeres	Extranjeros no comunitarios	32
201303	Marzo 2013	44	Teruel	Hombres	Españoles	24498
201303	Marzo 2013	44	Teruel	Mujeres	Españoles	18939
201303	Marzo 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1291
201303	Marzo 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1280
201303	Marzo 2013	44	Teruel	Hombres	Extranjeros no comunitarios	1747
201303	Marzo 2013	44	Teruel	Mujeres	Extranjeros no comunitarios	806
201303	Marzo 2013	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	288
201303	Marzo 2013	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	115
201303	Marzo 2013	44	Teruel	Hombres	Extranjeros no comunitarios	15
201303	Marzo 2013	44	Teruel	Mujeres	Extranjeros no comunitarios	10
201303	Marzo 2013	50	Zaragoza	Hombres	Españoles	175193
201303	Marzo 2013	50	Zaragoza	Mujeres	Españoles	147951
201303	Marzo 2013	50	Zaragoza	Hombres		21
201303	Marzo 2013	50	Zaragoza	Mujeres		33
201303	Marzo 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	7330
201303	Marzo 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	9846
201303	Marzo 2013	50	Zaragoza	Hombres	Extranjeros no comunitarios	10536
201303	Marzo 2013	50	Zaragoza	Mujeres	Extranjeros no comunitarios	10816
201303	Marzo 2013	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	1739
201303	Marzo 2013	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1223
201303	Marzo 2013	50	Zaragoza	Hombres	Extranjeros no comunitarios	188
201303	Marzo 2013	50	Zaragoza	Mujeres	Extranjeros no comunitarios	131
201212	Diciembre 2012	22	Huesca	Hombres	Españoles	42379
201212	Diciembre 2012	22	Huesca	Mujeres	Españoles	33297
201212	Diciembre 2012	22	Huesca	Hombres		2
201212	Diciembre 2012	22	Huesca	Mujeres		11
201212	Diciembre 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	2323
201212	Diciembre 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	1878
201212	Diciembre 2012	22	Huesca	Hombres	Extranjeros no comunitarios	3098
201212	Diciembre 2012	22	Huesca	Mujeres	Extranjeros no comunitarios	1743
201212	Diciembre 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	534
201212	Diciembre 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	419
201212	Diciembre 2012	22	Huesca	Hombres	Extranjeros no comunitarios	23
201212	Diciembre 2012	22	Huesca	Mujeres	Extranjeros no comunitarios	34
201212	Diciembre 2012	44	Teruel	Hombres	Españoles	24815
201212	Diciembre 2012	44	Teruel	Mujeres	Españoles	19038
201212	Diciembre 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1308
201212	Diciembre 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1311
201212	Diciembre 2012	44	Teruel	Hombres	Extranjeros no comunitarios	1882
201212	Diciembre 2012	44	Teruel	Mujeres	Extranjeros no comunitarios	865
201212	Diciembre 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	289
201212	Diciembre 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	122
201212	Diciembre 2012	44	Teruel	Hombres	Extranjeros no comunitarios	12
201212	Diciembre 2012	44	Teruel	Mujeres	Extranjeros no comunitarios	9
201212	Diciembre 2012	50	Zaragoza	Hombres	Españoles	177625
201212	Diciembre 2012	50	Zaragoza	Mujeres	Españoles	150882
201212	Diciembre 2012	50	Zaragoza	Hombres		21
201212	Diciembre 2012	50	Zaragoza	Mujeres		31
201212	Diciembre 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	7734
201212	Diciembre 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	10174
201212	Diciembre 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	11123
201212	Diciembre 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	11072
201212	Diciembre 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	1816
201212	Diciembre 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1280
201212	Diciembre 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	172
201212	Diciembre 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	121
201209	Septiembre 2012	22	Huesca	Hombres	Españoles	42557
201209	Septiembre 2012	22	Huesca	Mujeres	Españoles	32838
201209	Septiembre 2012	22	Huesca	Hombres		2
201209	Septiembre 2012	22	Huesca	Mujeres		12
201209	Septiembre 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	2679
201209	Septiembre 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	2240
201209	Septiembre 2012	22	Huesca	Hombres	Extranjeros no comunitarios	3542
201209	Septiembre 2012	22	Huesca	Mujeres	Extranjeros no comunitarios	1744
201209	Septiembre 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	620
201209	Septiembre 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	494
201209	Septiembre 2012	22	Huesca	Hombres	Extranjeros no comunitarios	21
201209	Septiembre 2012	22	Huesca	Mujeres	Extranjeros no comunitarios	25
201209	Septiembre 2012	44	Teruel	Hombres	Españoles	25798
201209	Septiembre 2012	44	Teruel	Mujeres	Españoles	19602
201209	Septiembre 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1558
201209	Septiembre 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1695
201209	Septiembre 2012	44	Teruel	Hombres	Extranjeros no comunitarios	2178
201209	Septiembre 2012	44	Teruel	Mujeres	Extranjeros no comunitarios	951
201209	Septiembre 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	336
201209	Septiembre 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	155
201209	Septiembre 2012	44	Teruel	Hombres	Extranjeros no comunitarios	13
201209	Septiembre 2012	44	Teruel	Mujeres	Extranjeros no comunitarios	9
201209	Septiembre 2012	50	Zaragoza	Hombres	Españoles	182092
201209	Septiembre 2012	50	Zaragoza	Mujeres	Españoles	150999
201209	Septiembre 2012	50	Zaragoza	Hombres		25
201209	Septiembre 2012	50	Zaragoza	Mujeres		37
201209	Septiembre 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	9790
201209	Septiembre 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	10839
201209	Septiembre 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	13781
201209	Septiembre 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	11292
201209	Septiembre 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	1983
201209	Septiembre 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1438
201209	Septiembre 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	147
201209	Septiembre 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	106
201206	Junio 2012	22	Huesca	Hombres	Españoles	43371
201206	Junio 2012	22	Huesca	Mujeres	Españoles	32905
201206	Junio 2012	22	Huesca	Hombres		3
201206	Junio 2012	22	Huesca	Mujeres		11
201206	Junio 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	3691
201206	Junio 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	3033
201206	Junio 2012	22	Huesca	Hombres	Extranjeros no comunitarios	4908
201206	Junio 2012	22	Huesca	Mujeres	Extranjeros no comunitarios	1738
201206	Junio 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	755
201206	Junio 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	667
201206	Junio 2012	22	Huesca	Hombres	Extranjeros no comunitarios	24
201206	Junio 2012	22	Huesca	Mujeres	Extranjeros no comunitarios	25
201206	Junio 2012	44	Teruel	Hombres	Españoles	25850
201206	Junio 2012	44	Teruel	Mujeres	Españoles	19395
201206	Junio 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1605
201206	Junio 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1506
201206	Junio 2012	44	Teruel	Hombres	Extranjeros no comunitarios	2331
201206	Junio 2012	44	Teruel	Mujeres	Extranjeros no comunitarios	910
201206	Junio 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	343
201206	Junio 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	155
201206	Junio 2012	44	Teruel	Hombres	Extranjeros no comunitarios	15
201206	Junio 2012	44	Teruel	Mujeres	Extranjeros no comunitarios	7
201206	Junio 2012	50	Zaragoza	Hombres	Españoles	184032
201206	Junio 2012	50	Zaragoza	Mujeres	Españoles	148773
201206	Junio 2012	50	Zaragoza	Hombres		32
201206	Junio 2012	50	Zaragoza	Mujeres		30
201206	Junio 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	10563
201206	Junio 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	10175
201206	Junio 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	14892
201206	Junio 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	10647
201206	Junio 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	2074
201206	Junio 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1509
201206	Junio 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	158
201206	Junio 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	118
201203	Marzo 2012	22	Huesca	Hombres	Españoles	43166
201203	Marzo 2012	22	Huesca	Mujeres	Españoles	32977
201203	Marzo 2012	22	Huesca	Hombres		1
201203	Marzo 2012	22	Huesca	Mujeres		8
201203	Marzo 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	2599
201203	Marzo 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	1555
201203	Marzo 2012	22	Huesca	Hombres	Extranjeros no comunitarios	3222
201203	Marzo 2012	22	Huesca	Mujeres	Extranjeros no comunitarios	1498
201203	Marzo 2012	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	632
201203	Marzo 2012	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	391
201203	Marzo 2012	22	Huesca	Hombres	Extranjeros no comunitarios	27
201203	Marzo 2012	22	Huesca	Mujeres	Extranjeros no comunitarios	32
201203	Marzo 2012	44	Teruel	Hombres	Españoles	25580
201203	Marzo 2012	44	Teruel	Mujeres	Españoles	19149
201203	Marzo 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1470
201203	Marzo 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1126
201203	Marzo 2012	44	Teruel	Hombres	Extranjeros no comunitarios	2178
201203	Marzo 2012	44	Teruel	Mujeres	Extranjeros no comunitarios	862
201203	Marzo 2012	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	342
201203	Marzo 2012	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	114
201203	Marzo 2012	44	Teruel	Hombres	Extranjeros no comunitarios	15
201203	Marzo 2012	44	Teruel	Mujeres	Extranjeros no comunitarios	8
201203	Marzo 2012	50	Zaragoza	Hombres	Españoles	182925
201203	Marzo 2012	50	Zaragoza	Mujeres	Españoles	149847
201203	Marzo 2012	50	Zaragoza	Hombres		26
201203	Marzo 2012	50	Zaragoza	Mujeres		22
201203	Marzo 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	8840
201203	Marzo 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	7231
201203	Marzo 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	12196
201203	Marzo 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	9817
201203	Marzo 2012	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	2063
201203	Marzo 2012	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1310
201203	Marzo 2012	50	Zaragoza	Hombres	Extranjeros no comunitarios	173
201203	Marzo 2012	50	Zaragoza	Mujeres	Extranjeros no comunitarios	126
201112	Diciembre 2011	22	Huesca	Hombres	Españoles	43339
201112	Diciembre 2011	22	Huesca	Mujeres	Españoles	33496
201112	Diciembre 2011	22	Huesca	Hombres		2
201112	Diciembre 2011	22	Huesca	Mujeres		6
201112	Diciembre 2011	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	2241
201112	Diciembre 2011	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	1542
201112	Diciembre 2011	22	Huesca	Hombres	Extranjeros no comunitarios	2880
201112	Diciembre 2011	22	Huesca	Mujeres	Extranjeros no comunitarios	1538
201112	Diciembre 2011	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	598
201112	Diciembre 2011	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	419
201112	Diciembre 2011	22	Huesca	Hombres	Extranjeros no comunitarios	28
201112	Diciembre 2011	22	Huesca	Mujeres	Extranjeros no comunitarios	34
201112	Diciembre 2011	44	Teruel	Hombres	Españoles	25859
201112	Diciembre 2011	44	Teruel	Mujeres	Españoles	19318
201112	Diciembre 2011	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1464
201112	Diciembre 2011	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1166
201112	Diciembre 2011	44	Teruel	Hombres	Extranjeros no comunitarios	2039
201112	Diciembre 2011	44	Teruel	Mujeres	Extranjeros no comunitarios	875
201112	Diciembre 2011	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	308
201112	Diciembre 2011	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	132
201112	Diciembre 2011	44	Teruel	Hombres	Extranjeros no comunitarios	15
201112	Diciembre 2011	44	Teruel	Mujeres	Extranjeros no comunitarios	10
201112	Diciembre 2011	50	Zaragoza	Hombres	Españoles	183839
201112	Diciembre 2011	50	Zaragoza	Mujeres	Españoles	151704
201112	Diciembre 2011	50	Zaragoza	Hombres		25
201112	Diciembre 2011	50	Zaragoza	Mujeres		25
201112	Diciembre 2011	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	8555
201112	Diciembre 2011	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	6990
201112	Diciembre 2011	50	Zaragoza	Hombres	Extranjeros no comunitarios	12691
201112	Diciembre 2011	50	Zaragoza	Mujeres	Extranjeros no comunitarios	9679
201112	Diciembre 2011	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	2311
201112	Diciembre 2011	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1294
201112	Diciembre 2011	50	Zaragoza	Hombres	Extranjeros no comunitarios	169
201112	Diciembre 2011	50	Zaragoza	Mujeres	Extranjeros no comunitarios	118
201109	Septiembre 2011	22	Huesca	Hombres	Españoles	43548
201109	Septiembre 2011	22	Huesca	Mujeres	Españoles	33006
201109	Septiembre 2011	22	Huesca	Hombres		2
201109	Septiembre 2011	22	Huesca	Mujeres		6
201109	Septiembre 2011	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	2713
201109	Septiembre 2011	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	1838
201109	Septiembre 2011	22	Huesca	Hombres	Extranjeros no comunitarios	3083
201109	Septiembre 2011	22	Huesca	Mujeres	Extranjeros no comunitarios	1584
201109	Septiembre 2011	22	Huesca	Hombres	Extranjeros comunitarios (UE-27)	641
201109	Septiembre 2011	22	Huesca	Mujeres	Extranjeros comunitarios (UE-27)	430
201109	Septiembre 2011	22	Huesca	Hombres	Extranjeros no comunitarios	28
201109	Septiembre 2011	22	Huesca	Mujeres	Extranjeros no comunitarios	31
201109	Septiembre 2011	44	Teruel	Hombres	Españoles	26459
201109	Septiembre 2011	44	Teruel	Mujeres	Españoles	19526
201109	Septiembre 2011	44	Teruel	Hombres		1
201109	Septiembre 2011	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	1651
201109	Septiembre 2011	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	1412
201109	Septiembre 2011	44	Teruel	Hombres	Extranjeros no comunitarios	2221
201109	Septiembre 2011	44	Teruel	Mujeres	Extranjeros no comunitarios	931
201109	Septiembre 2011	44	Teruel	Hombres	Extranjeros comunitarios (UE-27)	364
201109	Septiembre 2011	44	Teruel	Mujeres	Extranjeros comunitarios (UE-27)	153
201109	Septiembre 2011	44	Teruel	Hombres	Extranjeros no comunitarios	17
201109	Septiembre 2011	44	Teruel	Mujeres	Extranjeros no comunitarios	9
201109	Septiembre 2011	50	Zaragoza	Hombres	Españoles	188319
201109	Septiembre 2011	50	Zaragoza	Mujeres	Españoles	152469
201109	Septiembre 2011	50	Zaragoza	Hombres		29
201109	Septiembre 2011	50	Zaragoza	Mujeres		30
201109	Septiembre 2011	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	9647
201109	Septiembre 2011	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	7712
201109	Septiembre 2011	50	Zaragoza	Hombres	Extranjeros no comunitarios	13508
201109	Septiembre 2011	50	Zaragoza	Mujeres	Extranjeros no comunitarios	10216
201109	Septiembre 2011	50	Zaragoza	Hombres	Extranjeros comunitarios (UE-27)	2426
201109	Septiembre 2011	50	Zaragoza	Mujeres	Extranjeros comunitarios (UE-27)	1411
201109	Septiembre 2011	50	Zaragoza	Hombres	Extranjeros no comunitarios	163
201109	Septiembre 2011	50	Zaragoza	Mujeres	Extranjeros no comunitarios	117
201106	Junio 2011	22	Huesca	Hombres	No consta	51907
201106	Junio 2011	22	Huesca	Mujeres	No consta	37766
